team_1,team_2,team_1_goals,team_2_goals,is_team_1_home,is_neutral,outcome,team_1_outcome,team_2_outcome,days,year,tournament.Friendly,tournament.African.Cup.of.Nations.Qualifiers,tournament.Euro.Qualifiers,tournament.Oceania.Nations.Cup,tournament.Copa.America,tournament.Confederations.Cup,tournament.Asian.Cup.Qualifiers,tournament.African.Cup.of.Nations,tournament.Gold.Cup,tournament.World.Cup.Qualifiers,tournament.Euro,tournament.Asian.Cup,tournament.World.Cup,team_1_index,team_2_index,team_1_rolling_2_outcome,team_1_rolling_2_goals,team_1_rolling_2_opponentgoals,team_2_rolling_2_outcome,team_2_rolling_2_goals,team_2_rolling_2_opponentgoals,diff_rolling_2_outcome,diff_rolling_2_goals,diff_rolling_2_opponentgoals,team_1_rolling_5_outcome,team_1_rolling_5_goals,team_1_rolling_5_opponentgoals,team_2_rolling_5_outcome,team_2_rolling_5_goals,team_2_rolling_5_opponentgoals,diff_rolling_5_outcome,diff_rolling_5_goals,diff_rolling_5_opponentgoals,team_1_rolling_10_outcome,team_1_rolling_10_goals,team_1_rolling_10_opponentgoals,team_2_rolling_10_outcome,team_2_rolling_10_goals,team_2_rolling_10_opponentgoals,diff_rolling_10_outcome,diff_rolling_10_goals,diff_rolling_10_opponentgoals,team_1_rolling_20_outcome,team_1_rolling_20_goals,team_1_rolling_20_opponentgoals,team_2_rolling_20_outcome,team_2_rolling_20_goals,team_2_rolling_20_opponentgoals,diff_rolling_20_outcome,diff_rolling_20_goals,diff_rolling_20_opponentgoals,team_1_rolling_50_outcome,team_1_rolling_50_goals,team_1_rolling_50_opponentgoals,team_2_rolling_50_outcome,team_2_rolling_50_goals,team_2_rolling_50_opponentgoals,diff_rolling_50_outcome,diff_rolling_50_goals,diff_rolling_50_opponentgoals
Mauritania,Burundi,2,1,1,0,win,1,-1,3377,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,184,14,-1,2,3,1,1,0,-2,1,3,-3,3,9,0,4,3,-3,-1,6,-4,5,16,-4,7,19,0,-2,-3,-12,8,36,-9,16,34,-3,-8,2,0,0,0,0,0,0,0,0,0
Moldova,Turkey,1,1,1,0,draw,0,-0,3377,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,98,57,0,1,1,1,5,2,-1,-4,-1,-1,4,6,-1,7,7,0,-3,-1,-4,7,18,0,19,12,-4,-12,6,-7,14,28,4,33,21,-11,-19,7,-18,35,87,12,86,54,-30,-51,33
Peru,Paraguay,0,0,1,0,draw,0,-0,3377,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,129,136,1,4,2,-2,2,4,3,2,-2,0,7,9,-4,3,12,4,4,-3,-1,12,16,-1,12,13,0,0,3,-1,25,30,-4,22,26,3,3,4,-5,64,72,0,61,61,-5,3,11
Poland,Kazakhstan,3,1,1,0,win,1,-1,3377,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,34,181,0,2,2,0,3,3,0,-1,-1,0,7,6,-2,6,8,2,1,-2,4,24,10,0,13,12,4,11,-2,5,33,21,-3,20,24,8,13,-3,13,89,56,-15,60,75,28,29,-19
Romania,Netherlands,1,0,1,0,win,1,-1,3377,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,50,88,0,4,4,2,3,0,-2,1,4,3,10,5,3,9,3,0,1,2,7,19,6,6,17,6,1,2,0,11,34,12,11,32,11,0,2,1,18,91,42,23,84,29,-5,7,13
Scotland,Ukraine,3,1,1,0,win,1,-1,3377,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,92,1,2,4,1,-1,2,3,3,2,-2,5,8,1,0,5,6,5,3,-5,6,13,7,2,13,11,4,0,-4,8,31,16,6,34,18,2,-3,-2,1,57,61,9,65,44,-8,-8,17
Slovakia,San Marino,7,0,1,0,win,1,-1,3377,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,44,91,-1,4,7,-2,0,6,1,4,1,-4,5,11,-5,0,16,1,5,-5,-2,16,20,-10,1,46,8,15,-26,1,36,33,-20,3,86,21,33,-53,4,85,64,0,0,0,4,85,64
Slovenia,Albania,0,0,1,0,draw,0,-0,3377,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,93,106,2,4,0,0,3,1,2,1,-1,0,6,5,2,8,1,-2,-2,4,0,11,10,-1,11,8,1,0,2,-3,20,27,-1,25,21,-2,-5,6,-6,52,68,-9,57,72,3,-5,-4
Switzerland,Austria,3,1,1,0,win,1,-1,3377,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,99,36,0,5,5,-1,0,2,1,5,3,0,9,10,-2,1,4,2,8,6,-1,16,17,-1,9,9,0,7,8,5,33,21,-5,19,25,10,14,-4,7,73,57,-7,63,73,14,10,-16
Uruguay,Bolivia,5,0,1,0,win,1,-1,3377,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,145,116,-1,1,3,-2,0,3,1,1,0,0,7,6,-3,4,8,3,3,-2,3,15,11,-2,11,14,5,4,-3,5,28,18,-6,20,29,11,8,-11,6,67,64,-18,56,95,24,11,-31
Uzbekistan,Taiwan,9,0,1,0,win,1,-1,3377,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,146,228,-2,2,4,-2,0,13,0,2,-9,-1,11,6,-3,1,25,2,10,-19,-1,22,12,-6,7,48,5,15,-36,0,37,18,-14,12,79,14,25,-61,5,90,59,0,0,0,5,90,59
Colombia,Brazil,0,0,1,0,draw,0,-0,3378,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,126,72,1,3,2,2,7,3,-1,-4,-1,2,7,6,4,14,5,-2,-7,1,5,19,13,6,24,8,-1,-5,5,7,30,24,10,40,15,-3,-10,9,10,74,54,26,117,37,-16,-43,17
Honduras,Panama,1,0,1,0,win,1,-1,3378,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,155,152,1,2,1,-1,1,2,2,1,-1,0,8,5,-2,4,6,2,4,-1,-1,17,15,-3,10,18,2,7,-3,2,34,26,-3,20,32,5,14,-6,3,73,59,-9,50,76,12,23,-17
Madagascar,Comoros,6,2,1,0,win,1,-1,3378,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,120,222,0,2,2,0,0,0,0,2,2,-3,2,12,0,0,0,-3,2,12,-5,7,22,0,0,0,-5,7,22,-8,14,41,0,0,0,-8,14,41,0,0,0,0,0,0,0,0,0
Mexico,Nigeria,2,2,1,0,draw,0,-0,3378,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,128,114,0,2,3,1,2,0,-1,0,3,-1,5,8,2,7,3,-3,-2,5,1,16,11,5,13,7,-4,3,4,7,35,19,9,31,17,-2,4,2,10,81,53,19,78,45,-9,3,8
Senegal,Guinea,3,1,0,1,win,1,-1,3378,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,4,119,1,6,2,1,5,1,0,1,1,2,10,5,3,11,3,-1,-1,2,5,19,7,0,14,9,5,5,-2,3,31,21,4,31,21,-1,0,0,14,80,45,7,70,50,7,10,-5
Macau,Thailand,1,7,1,0,lose,-1,1,3379,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,164,25,-2,2,8,1,7,2,-3,-5,6,-4,3,17,1,10,7,-5,-7,10,-9,5,36,3,20,11,-12,-15,25,0,0,0,-1,34,35,1,-34,-35,0,0,0,1,83,73,-1,-83,-73
Bahrain,Libya,2,0,1,0,win,1,-1,3380,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,66,10,0,4,4,-1,1,2,1,3,2,-1,7,11,-1,4,4,0,3,7,-2,15,22,-2,8,10,0,7,12,-7,22,37,-3,17,22,-4,5,15,-4,76,73,-3,56,56,-1,20,17
Croatia,Slovakia,3,0,1,0,win,1,-1,3380,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,94,44,2,7,0,0,9,5,2,-2,-5,4,14,3,-2,12,10,6,2,-7,9,25,8,0,22,16,9,3,-8,9,43,17,1,42,33,8,1,-16,18,91,48,5,91,63,13,0,-15
Qatar,Iraq,3,2,1,0,win,1,-1,3380,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,68,149,-1,2,3,1,1,0,-2,1,3,-2,4,7,3,6,1,-5,-2,6,-3,7,12,1,8,8,-4,-1,4,4,28,17,4,27,21,0,1,-4,2,74,57,3,74,59,-1,0,-2
Venezuela,Argentina,0,2,1,0,lose,-1,1,3380,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,124,142,1,2,1,2,3,0,-1,-1,1,1,7,8,1,7,5,0,0,3,3,15,13,6,24,11,-3,-9,2,5,30,24,8,38,20,-3,-8,4,-5,63,68,18,98,58,-23,-35,10
Albania,Bulgaria,1,1,1,0,draw,0,-0,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,106,59,-1,0,1,0,3,2,-1,-3,-1,2,8,1,1,7,4,1,1,-3,-1,9,6,2,13,8,-3,-4,-2,0,25,20,7,34,19,-7,-9,1,-8,57,70,10,74,54,-18,-17,16
Austria,Ivory Coast,3,2,1,0,win,1,-1,3381,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,36,111,-2,1,5,0,0,0,-2,1,5,-2,2,6,3,11,0,-5,-9,6,-3,8,11,6,21,3,-9,-13,8,-5,18,25,4,33,16,-9,-15,9,-8,63,75,16,91,44,-24,-28,31
Azerbaijan,Serbia,1,6,1,0,lose,-1,1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,21,51,-1,1,3,0,1,1,-1,0,2,-1,6,9,0,5,4,-1,1,5,0,9,15,1,12,8,-1,-3,7,-5,11,32,1,23,23,-6,-12,9,-20,32,90,0,61,56,-20,-29,34
Belgium,Armenia,3,0,1,0,win,1,-1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,125,33,0,2,2,1,1,0,-1,1,2,-1,6,8,1,4,4,-2,2,4,-4,9,16,0,7,8,-4,2,8,-2,27,25,-6,12,24,4,15,1,2,67,66,-15,37,75,17,30,-9
Bolivia,Colombia,0,0,1,0,draw,0,-0,3381,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,116,126,-2,0,7,1,1,0,-3,-1,7,-4,2,11,3,5,2,-7,-3,9,-2,10,15,4,16,12,-6,-6,3,-8,19,34,7,29,23,-15,-10,11,-19,53,97,9,72,54,-28,-19,43
Bosnia-Herzegovina,Norway,0,2,1,0,lose,-1,1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,37,42,-2,2,4,1,3,2,-3,-1,2,-3,6,10,4,13,3,-7,-7,7,-3,14,22,1,18,11,-4,-4,11,-4,29,37,-2,29,26,-2,0,11,-5,64,77,6,71,55,-11,-7,22
Brazil,Ecuador,5,0,1,0,win,1,-1,3381,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,72,131,1,3,1,-2,1,3,3,2,-2,4,12,3,-1,7,5,5,5,-2,6,24,8,-4,14,15,10,10,-7,11,40,14,-7,26,32,18,14,-18,25,113,37,-7,62,69,32,51,-32
Chile,Peru,2,0,1,0,win,1,-1,3381,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,140,129,0,2,2,1,2,0,-1,0,2,-2,4,10,0,5,7,-2,-1,3,-2,8,17,0,12,14,-2,-4,3,0,21,28,-1,25,30,1,-4,-2,1,55,61,-6,61,72,7,-6,-11
Costa Rica,Haiti,1,1,1,0,draw,0,-0,3381,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,121,138,0,3,3,-1,1,3,1,2,0,-1,4,5,-1,5,5,0,-1,0,0,10,9,1,12,7,-1,-2,2,-3,25,27,0,24,24,-3,1,3,-4,71,72,-3,67,74,-1,4,-2
Denmark,Latvia,3,1,1,0,win,1,-1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,83,86,0,5,3,0,4,4,0,1,-1,0,7,7,-1,6,8,1,1,-1,0,13,14,-3,10,12,3,3,2,6,31,20,-8,17,27,14,14,-7,14,86,54,-9,52,69,23,34,-15
El Salvador,Trinidad and Tobago,0,0,1,0,draw,0,-0,3381,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,104,134,-1,3,7,-1,1,3,0,2,4,-2,5,12,-2,4,8,0,1,4,-4,7,18,-4,10,21,0,-3,-3,-11,10,39,-8,16,36,-3,-6,3,-23,30,92,-7,58,77,-16,-28,15
Estonia,Montenegro,0,1,1,0,lose,-1,1,3381,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,46,220,-1,1,4,-1,2,3,0,-1,1,-2,3,10,0,0,0,-2,3,10,-7,3,22,0,0,0,-7,3,22,-10,12,35,0,0,0,-10,12,35,-17,42,80,0,0,0,-17,42,80
Fiji,New Zealand,0,2,1,0,lose,-1,1,3381,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,76,75,2,3,1,-1,2,7,3,1,-6,-1,5,11,-3,3,16,2,2,-5,1,21,14,-4,9,25,5,12,-11,3,64,32,-6,28,42,9,36,-10,0,0,0,-9,85,80,9,-85,-80
Finland,Spain,0,0,1,0,draw,0,-0,3381,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,53,73,0,0,0,2,5,1,-2,-5,-1,2,4,1,4,11,4,-2,-7,-3,2,7,4,7,17,6,-5,-10,-2,-2,15,18,10,36,17,-12,-21,1,-3,62,59,28,94,33,-31,-32,26
France,Lithuania,2,0,1,0,win,1,-1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,95,31,0,6,1,0,3,4,0,3,-3,2,8,1,1,6,7,1,2,-6,5,13,2,-2,11,14,7,2,-12,12,34,7,-4,20,27,16,14,-20,25,78,23,-17,48,77,42,30,-54
Georgia,Scotland,2,0,1,0,win,1,-1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,54,92,-1,1,3,2,4,1,-3,-3,2,-2,2,5,5,10,2,-7,-8,3,-1,9,9,6,14,7,-7,-5,2,-6,24,32,8,32,17,-14,-8,15,-13,60,83,3,60,60,-16,0,23
Germany,Czech Republic,0,3,1,0,lose,-1,1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,55,39,1,3,1,2,4,0,-1,-1,1,4,9,3,3,6,1,1,3,2,6,21,7,4,18,5,2,3,2,13,53,12,7,35,15,6,18,-3,24,126,53,21,105,44,3,21,9
Ireland,Cyprus,1,1,1,0,draw,0,-0,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,56,38,-1,0,1,2,6,1,-3,-6,0,0,7,4,3,10,3,-3,-3,1,4,17,6,1,19,18,3,-2,-12,0,25,21,-1,29,33,1,-4,-12,15,62,38,-11,60,100,26,2,-62
Israel,Belarus,2,1,1,0,win,1,-1,3381,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,96,52,-2,0,4,-2,0,2,0,0,2,-1,5,7,-3,4,8,2,1,-1,-1,14,13,-3,13,17,2,1,-4,1,29,24,-5,25,35,6,4,-11,7,75,65,-5,70,82,12,5,-17
Italy,South Africa,2,0,1,0,win,1,-1,3381,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,85,78,2,4,1,-1,1,3,3,3,-2,2,7,4,-1,6,5,3,1,-1,6,17,7,-1,10,7,7,7,0,9,31,15,-5,20,25,14,11,-10,23,77,38,-1,59,63,24,18,-25
Japan,Egypt,4,1,1,0,win,1,-1,3381,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,100,67,1,4,3,1,1,0,0,3,3,1,8,6,1,3,2,0,5,4,4,19,10,5,13,3,-1,6,7,5,32,20,7,28,12,-2,4,8,18,91,52,18,89,42,0,2,10
Kazakhstan,Portugal,1,2,1,0,lose,-1,1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,181,43,-1,3,5,1,3,1,-2,0,4,-2,6,9,1,7,5,-3,-1,4,0,13,13,5,19,7,-5,-6,6,-3,20,25,5,32,19,-8,-12,6,-17,59,78,23,104,37,-40,-45,41
Liechtenstein,Iceland,3,0,1,0,win,1,-1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,87,41,-2,0,7,0,4,5,-2,-4,2,-4,2,13,-1,6,12,-3,-4,1,-7,5,27,-5,8,22,-2,-3,5,-14,12,47,-8,27,41,-6,-15,6,-35,30,116,-19,53,99,-16,-23,17
Luxembourg,Romania,0,2,1,0,lose,-1,1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,97,50,0,1,3,0,2,3,0,-1,0,-2,1,9,3,9,4,-5,-8,5,-4,4,17,7,17,5,-11,-13,12,-13,4,38,11,33,12,-24,-29,26,-41,16,135,18,88,41,-59,-72,94
Macedonia,Andorra,3,0,1,0,win,1,-1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,62,82,-1,1,4,-2,1,8,1,0,-4,-3,3,8,-5,1,17,2,2,-9,-3,7,11,-9,2,36,6,5,-25,-2,17,29,-17,4,65,15,13,-36,-9,55,72,-39,17,143,30,38,-71
Malta,Moldova,2,3,1,0,lose,-1,1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,48,98,-2,0,3,1,2,1,-3,-2,2,-4,2,9,0,5,5,-4,-3,4,-7,5,20,-3,8,17,-4,-3,3,-12,13,43,-7,15,29,-5,-2,14,-33,32,128,-17,36,86,-16,-4,42
Mexico,Guatemala,2,3,0,1,lose,-1,1,3381,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,128,105,-1,3,5,-2,1,5,1,2,0,0,7,7,-2,3,7,2,4,0,2,17,11,-5,7,14,7,10,-3,6,34,20,-8,20,34,14,14,-14,9,81,54,-8,59,77,17,22,-23
Morocco,Namibia,2,0,1,0,win,1,-1,3381,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,49,11,0,1,2,2,5,3,-2,-4,-1,1,5,4,2,8,6,-1,-3,-2,2,13,7,-1,14,15,3,-1,-8,3,22,13,-5,20,30,8,2,-17,15,68,30,-17,50,92,32,18,-62
Netherlands,Slovenia,2,0,1,0,win,1,-1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,88,93,0,1,1,1,1,0,-1,0,1,1,7,4,1,5,3,0,2,1,4,15,6,-1,9,10,5,6,-4,9,30,11,-3,19,26,12,11,-15,21,83,30,-7,51,68,28,32,-38
Paraguay,Uruguay,1,0,1,0,win,1,-1,3381,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,136,145,-1,0,1,1,5,0,-2,-5,1,-3,3,11,1,12,6,-4,-9,5,-1,12,13,3,17,10,-4,-5,3,-4,20,24,7,32,16,-11,-12,8,1,60,57,6,67,64,-5,-7,-7
Poland,Hungary,0,1,1,0,lose,-1,1,3381,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,34,40,1,3,1,0,2,3,1,1,-2,0,7,6,1,6,8,-1,1,-2,4,22,9,0,11,14,4,11,-5,5,35,22,-1,24,28,6,11,-6,15,92,56,-5,70,70,20,22,-14
Russia,England,2,1,1,0,win,1,-1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,90,84,0,3,3,2,6,0,-2,-3,3,1,9,5,3,13,2,-2,-4,3,3,17,10,3,18,5,0,-1,5,5,28,15,8,34,9,-3,-6,6,7,79,58,20,94,39,-13,-15,19
San Marino,Wales,1,2,1,0,lose,-1,1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,91,58,-2,0,10,0,6,5,-2,-6,5,-5,0,20,0,7,7,-5,-7,13,-10,1,50,1,16,10,-11,-15,40,-20,3,90,1,28,24,-21,-25,66,0,0,0,-1,60,54,1,-60,-54
Sierra Leone,Guinea-Bissau,1,0,1,0,win,1,-1,3381,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,192,185,-2,0,8,-2,1,4,0,-1,4,-5,1,14,0,0,0,-5,1,14,-2,7,15,0,0,0,-2,7,15,-3,16,25,0,0,0,-3,16,25,0,0,0,0,0,0,0,0,0
Sweden,Northern Ireland,1,1,1,0,draw,0,-0,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,45,89,2,5,1,-2,1,3,4,4,-2,4,11,1,1,10,6,3,1,-5,2,17,8,2,14,11,0,3,-3,3,28,20,2,24,22,1,4,-2,12,88,45,-9,43,66,21,45,-21
Switzerland,USA,0,1,1,0,lose,-1,1,3381,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,99,101,0,6,5,-2,2,5,2,4,0,2,11,8,-5,4,13,7,7,-5,-1,17,18,0,16,16,-1,1,2,5,33,21,4,31,24,1,2,-3,8,76,58,17,86,45,-9,-10,13
Turkey,Greece,0,1,1,0,lose,-1,1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,57,61,1,4,1,1,5,4,0,-1,-3,0,6,5,2,11,8,-2,-5,-3,-1,15,13,1,17,14,-2,-2,-1,4,33,21,3,26,24,1,7,-3,11,85,55,10,56,48,1,29,7
Ukraine,Faroe Islands,5,0,1,0,win,1,-1,3381,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,-2,2,5,-2,1,8,0,1,-3,-2,5,9,-5,3,15,3,2,-6,0,11,12,-10,3,35,10,8,-23,4,31,21,-19,7,60,23,24,-39,8,64,45,-29,38,128,37,26,-83
United Arab Emirates,Tunisia,0,1,1,0,lose,-1,1,3381,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,69,80,1,2,1,-1,3,4,2,-1,-3,2,6,4,2,12,4,0,-6,0,0,10,13,3,16,6,-3,-6,7,-1,24,29,2,29,18,-3,-5,11,0,66,71,14,83,49,-14,-17,22
Kyrgyzstan,Jordan,2,0,1,0,win,1,-1,3382,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,198,143,-2,0,7,1,3,1,-3,-3,6,-3,1,10,1,8,4,-4,-7,6,-6,6,20,2,14,6,-8,-8,14,-7,18,33,2,25,15,-9,-7,18,0,0,0,5,60,41,-5,-60,-41
Bahrain,Malaysia,4,1,1,0,win,1,-1,3385,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,66,144,2,5,1,-2,0,7,4,5,-6,1,8,9,-5,2,17,6,6,-8,0,17,20,-6,9,20,6,8,0,-6,23,36,-11,15,40,5,8,-4,-3,76,71,-18,53,94,15,23,-23
China,Burma,7,0,1,0,win,1,-1,3385,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,108,180,-1,2,5,-1,2,3,0,0,2,-2,8,11,-4,3,12,2,5,-1,0,16,16,-7,7,26,7,9,-10,-3,24,29,-9,18,47,6,6,-18,7,75,53,0,0,0,7,75,53
East Timor,Hong Kong,2,3,0,1,lose,-1,1,3385,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,221,107,0,0,0,0,2,4,0,-2,-4,0,0,0,0,4,6,0,-4,-6,0,0,0,-1,8,13,1,-8,-13,0,0,0,-3,23,33,3,-23,-33,0,0,0,0,0,0,0,0,0
Mongolia,Korea DPR,1,4,1,0,lose,-1,1,3385,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,199,213,-2,0,13,-1,1,2,-1,-1,11,-1,7,15,-2,4,6,1,3,9,-6,7,35,-5,7,16,-1,0,19,0,0,0,-6,20,28,6,-20,-28,0,0,0,0,0,0,0,0,0
Sri Lanka,Qatar,0,1,1,0,lose,-1,1,3385,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,102,68,-1,0,3,1,4,3,-2,-4,0,-2,4,8,0,7,7,-2,-3,1,-4,7,14,-1,10,12,-3,-3,2,-8,17,42,4,28,19,-12,-11,23,0,0,0,4,77,56,-4,-77,-56
Pakistan,Iraq,0,7,1,0,lose,-1,1,3386,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,182,149,-2,2,6,0,3,3,-2,-1,3,-5,4,19,1,5,3,-6,-1,16,-7,7,26,0,9,10,-7,-2,16,-12,13,41,3,27,22,-15,-14,19,0,0,0,1,73,61,-1,-73,-61
Afghanistan,Syria,1,2,0,1,lose,-1,1,3390,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,215,65,-2,0,7,0,4,2,-2,-4,5,-5,0,24,0,8,6,-5,-8,18,0,0,0,-2,13,16,2,-13,-16,0,0,0,-3,27,30,3,-27,-30,0,0,0,-2,77,68,2,-77,-68
Burma,China,0,4,0,1,lose,-1,1,3392,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,180,108,-1,2,9,0,7,3,-1,-5,6,-4,3,17,0,15,10,-4,-12,7,-7,6,30,0,21,16,-7,-15,14,-9,18,50,-3,29,29,-6,-11,21,0,0,0,8,82,53,-8,-82,-53
Hong Kong,East Timor,8,1,1,0,win,1,-1,3392,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,107,221,2,5,3,-2,4,6,4,1,-3,1,7,8,0,0,0,1,7,8,1,11,12,0,0,0,1,11,12,-1,26,34,0,0,0,-1,26,34,0,0,0,0,0,0,0,0,0
Iraq,Pakistan,0,0,0,1,draw,0,-0,3392,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,149,182,0,9,3,-2,2,10,2,7,-7,2,12,3,-5,3,22,7,9,-19,1,16,10,-9,4,33,10,12,-23,3,31,21,-13,12,47,16,19,-26,3,80,60,0,0,0,3,80,60
Jordan,Kyrgyzstan,2,0,1,0,win,1,-1,3392,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,143,198,0,3,3,0,2,1,0,1,2,1,7,4,-1,3,9,2,4,-5,2,13,6,-4,7,18,6,6,-12,2,25,15,-5,20,31,7,5,-16,3,58,43,0,0,0,3,58,43
Korea DPR,Mongolia,5,1,1,0,win,1,-1,3392,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,213,199,1,5,2,-2,1,16,3,4,-14,-1,8,7,-2,6,17,1,2,-10,-3,11,15,-6,8,33,3,3,-18,-4,24,26,0,0,0,-4,24,26,0,0,0,0,0,0,0,0,0
Malaysia,Bahrain,0,0,1,0,draw,0,-0,3392,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,144,66,-2,1,6,2,6,1,-4,-5,5,-5,2,18,1,10,9,-6,-8,9,-6,10,23,1,20,20,-7,-10,3,-12,16,44,-4,27,36,-8,-11,8,-18,53,96,-3,77,70,-15,-24,26
Maldives,Yemen,2,0,1,0,win,1,-1,3392,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,178,162,-2,0,4,2,7,1,-4,-7,3,-2,3,6,1,9,8,-3,-6,-2,-7,7,21,-1,13,13,-6,-6,8,-10,23,38,-5,24,35,-5,-1,3,0,0,0,0,0,0,0,0,0
Nepal,Oman,0,2,1,0,lose,-1,1,3392,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,161,71,-2,0,9,2,3,0,-4,-3,9,-5,0,33,1,4,3,-6,-4,30,-6,10,48,2,10,8,-8,0,40,-12,20,87,7,30,15,-19,-10,72,0,0,0,18,98,42,-18,-98,-42
Qatar,Sri Lanka,5,0,1,0,win,1,-1,3392,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,68,102,2,4,2,-1,0,1,3,4,1,1,7,6,-2,4,8,3,3,-2,0,10,11,-4,7,12,4,3,-1,5,29,19,-8,16,41,13,13,-22,4,77,56,0,0,0,4,77,56
Tajikistan,Bangladesh,5,0,1,0,win,1,-1,3392,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,148,156,0,2,2,-1,1,3,1,1,-1,-1,8,10,-4,2,14,3,6,-4,-4,13,22,-6,3,22,2,10,0,-3,23,32,-9,14,44,6,9,-12,0,0,0,0,0,0,0,0,0
Turkmenistan,Cambodia,4,1,1,0,win,1,-1,3392,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,165,153,0,2,2,-2,0,7,2,2,-5,-3,2,9,-5,1,17,2,1,-8,-7,7,19,-9,2,36,2,5,-17,-5,30,33,0,0,0,-5,30,33,0,0,0,0,0,0,0,0,0
United Arab Emirates,Vietnam,5,0,1,0,win,1,-1,3392,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,69,122,0,1,1,-2,0,3,2,1,-2,0,4,4,-2,4,8,2,0,-4,0,10,12,-2,13,16,2,-3,-4,-3,22,29,0,32,29,-3,-10,0,-2,63,72,0,0,0,-2,63,72
